category,brand,price,rating,juice_container_capacity,blade_material,input_size,pulp_container_desc,image_path,product_url
آبمیوه گیری,ناسا الکتریک,7285000,nan,nan,nan,nan,2,D:/آبمیوه گیری/image_106.jpg,https://www.digikala.com/product/dkp-9005725/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%86%D8%A7%D8%B3%D8%A7-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-ns-945/
آبمیوه گیری,گرند,8400000,4.3,1,nan,85,دارای مخزن 2 ی تفاله,D:/آبمیوه گیری/image_107.jpg,https://www.digikala.com/product/dkp-934542/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%AF%D8%B1%D9%86%D8%AF-%D9%85%D8%AF%D9%84-gr-1030/
آبمیوه گیری,مایدیا,5499900,3,1.25,nan,85,پلاستیکی,D:/آبمیوه گیری/image_108.jpg,https://www.digikala.com/product/dkp-506033/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%85%D8%A7%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-mj-60jm01b/
آبمیوه گیری,بیترون,5500000,3.6,nan,nan,75,2,D:/آبمیوه گیری/image_109.jpg,https://www.digikala.com/product/dkp-563686/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A8%D8%A7%DB%8C%D8%AA%D8%B1%D9%88%D9%86-%D9%85%D8%AF%D9%84-bam-800/
آبمیوه گیری,متفرقه,3990000,nan,nan,nan,84,nan,D:/آبمیوه گیری/image_110.jpg,https://www.digikala.com/product/dkp-13656651/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%A9%D9%88%D9%85%D8%AA%D8%A7%DB%8C-%D9%85%D8%AF%D9%84-710/
آبمیوه گیری,جنرال پلاس,12598000,2,nan,nan,nan,nan,D:/آبمیوه گیری/image_111.jpg,https://www.digikala.com/product/dkp-11915474/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AC%D9%86%D8%B1%D8%A7%D9%84-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-ge-9843/
آبمیوه گیری,آ ا گ,4350000,3,nan,nan,nan,nan,D:/آبمیوه گیری/image_112.jpg,https://www.digikala.com/product/dkp-14820978/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A2-%D8%A7-%DA%AF-%D9%85%D8%AF%D9%84-ae-b314/
آبمیوه گیری,نانیوا,5900000,2.6,nan,nan,nan,nan,D:/آبمیوه گیری/image_113.jpg,https://www.digikala.com/product/dkp-7580996/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%86%D8%A7%D9%86%DB%8C%D9%88%D8%A7-%D9%85%D8%AF%D9%84-nsj-190/
آبمیوه گیری,رنه,14300000,nan,1.6,nan,85 میلی‌متر,گنجایش 3,D:/آبمیوه گیری/image_114.jpg,https://www.digikala.com/product/dkp-17592937/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B1%D9%86%D9%87-%D9%85%D8%AF%D9%84-rjb-1706/
آبمیوه گیری,رنه,12850000,nan,1.1,nan,85 میلی‌متر,2,D:/آبمیوه گیری/image_115.jpg,https://www.digikala.com/product/dkp-17592671/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B1%D9%86%D9%87-%D9%85%D8%AF%D9%84-rjb-1704/
آبمیوه گیری,وسترن هاوس,20900000,nan,nan,nan,85 میلی‌متر,nan,D:/آبمیوه گیری/image_116.jpg,https://www.digikala.com/product/dkp-17287661/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%88%D8%B3%D8%AA%D8%B1%D9%86-%D9%87%D8%A7%D9%88%D8%B3-%D9%85%D8%AF%D9%84-wju-4120/
آبمیوه گیری,لونا,5250000,4,1,nan,7.5,nan,D:/آبمیوه گیری/image_117.jpg,https://www.digikala.com/product/dkp-11602364/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%84%D9%88%D9%86%D8%A7-%D9%85%D8%AF%D9%84-503/
آبمیوه گیری,متفرقه,10700000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_118.jpg,https://www.digikala.com/product/dkp-4084161/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-j500/
آبمیوه گیری,متفرقه,3750000,nan,nan,nan,nan,2.2,D:/آبمیوه گیری/image_119.jpg,https://www.digikala.com/product/dkp-18256788/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%A9%D8%A7%D8%B2%D9%88%DA%A9%DB%8C-%D9%85%D8%AF%D9%84-%D8%AA%DA%A9-%DA%A9%D8%A7%D8%B1%D9%87/
آبمیوه گیری,ترام هاوس,5500000,nan,1,nan,85 میلمتر,دارای ظرفیت 2.4,D:/آبمیوه گیری/image_120.jpg,https://www.digikala.com/product/dkp-17009172/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AA%D8%B1%D8%A7%D9%85-%D9%87%D8%A7%D9%88%D8%B3-%D9%85%D8%AF%D9%84-pj-45802d/
آبمیوه گیری,سان لوکس,5950000,3.1,دارای مخزن 1 ی,nan,nan,دارای مخزن,D:/آبمیوه گیری/image_121.jpg,https://www.digikala.com/product/dkp-10509574/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B3%D8%A7%D9%86-%D9%84%D9%88%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-jb-400-ss/
آبمیوه گیری,ناسا الکتریک,6180000,4.5,nan,nan,یک سیب کامل,nan,D:/آبمیوه گیری/image_122.jpg,https://www.digikala.com/product/dkp-7605332/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%86%D8%A7%D8%B3%D8%A7-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-ns-947/
آبمیوه گیری,تولیپس,5000000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_123.jpg,https://www.digikala.com/product/dkp-17696075/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AA%D9%88%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-fj-a480/
آبمیوه گیری,گرین لاین,5960000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_124.jpg,https://www.digikala.com/product/dkp-17108757/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%AF%D8%B1%DB%8C%D9%86-%D9%84%D8%A7%DB%8C%D9%86-%D9%85%D8%AF%D9%84-gnsljucr/
آبمیوه گیری,بیشل,5799000,3.5,nan,nan,nan,nan,D:/آبمیوه گیری/image_125.jpg,https://www.digikala.com/product/dkp-7346310/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A8%DB%8C%D8%B4%D9%84-%D9%85%D8%AF%D9%84-bl-fp-012/
آبمیوه گیری,ناسا الکتریک,10470560,nan,nan,nan,85 میلی متر,ظرفیت 2,D:/آبمیوه گیری/image_126.jpg,https://www.digikala.com/product/dkp-17865565/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%86%D8%A7%D8%B3%D8%A7-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-ns-915/
آبمیوه گیری,جی پاس,6200000,3,1,nan,nan,2,D:/آبمیوه گیری/image_127.jpg,https://www.digikala.com/product/dkp-3623327/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AC%DB%8C-%D9%BE%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-gsb5451/
آبمیوه گیری,دلمونتی,8500000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_128.jpg,https://www.digikala.com/product/dkp-16542275/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AF%D9%84%D9%85%D9%88%D9%86%D8%AA%DB%8C-%D9%85%D8%AF%D9%84-dl700/
آبمیوه گیری,هیلداکس,9900000,5,nan,nan,nan,nan,D:/آبمیوه گیری/image_129.jpg,https://www.digikala.com/product/dkp-14495895/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%87%DB%8C%D9%84%D8%AF%D8%A7%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-hd-6005jb/
آبمیوه گیری,وسترن هاوس,19250000,nan,nan,nan,85 میلی‌متر,nan,D:/آبمیوه گیری/image_130.jpg,https://www.digikala.com/product/dkp-17288259/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%88%D8%B3%D8%AA%D8%B1%D9%86-%D9%87%D8%A7%D9%88%D8%B3-%D9%85%D8%AF%D9%84-wju-4130/
آبمیوه گیری,فکر,7000000,4.7,1.5,nan,nan,2,D:/آبمیوه گیری/image_131.jpg,https://www.digikala.com/product/dkp-2637856/%D8%A2%D8%A8-%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%81%DA%A9%D8%B1-%D9%85%D8%AF%D9%84-juice-max/
آبمیوه گیری,متفرقه,4250000,5,nan,nan,75 میلی متر,2 ی,D:/آبمیوه گیری/image_132.jpg,https://www.digikala.com/product/dkp-708949/%D8%A2%D8%A8%D9%85%D9%8A%D9%88%D9%87-%DA%AF%D9%8A%D8%B1%D9%8A-%D8%AA%D9%83-%D9%83%D8%A7%D8%B1%D9%87-%D9%86%D8%A7%D8%B3%D8%A7-%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%8A%D9%83-%D9%85%D8%AF%D9%84-ns-918/
آبمیوه گیری,تولیپس,4700000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_133.jpg,https://www.digikala.com/product/dkp-17696040/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AA%D9%88%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-fj-479/
آبمیوه گیری,راف,5299000,nan,1.2,nan,75میلی,nan,D:/آبمیوه گیری/image_134.jpg,https://www.digikala.com/product/dkp-16081284/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B1%D8%A7%D9%81-%D9%85%D8%AF%D9%84-2830/
آبمیوه گیری,لونا,7650000,5,1,nan,7.5,nan,D:/آبمیوه گیری/image_135.jpg,https://www.digikala.com/product/dkp-11396496/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%86%D9%87-%DA%A9%D8%A7%D8%B1%D9%87-%D9%84%D9%88%D9%86%D8%A7-%D9%85%D8%AF%D9%84-505/
آبمیوه گیری,زنیت,9700000,nan,یک,nan,nan,nan,D:/آبمیوه گیری/image_136.jpg,https://www.digikala.com/product/dkp-17615678/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B2%D9%86%DB%8C%D8%AA-%D9%85%D8%AF%D9%84-zjb-1435/
آبمیوه گیری,ایفل,11600000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_137.jpg,https://www.digikala.com/product/dkp-16006075/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A7%DB%8C%D9%81%D9%84-%D9%85%D8%AF%D9%84-el-3788jc/
آبمیوه گیری,متفرقه,5500000,5,10,nan,75,ظرف بزرگ تفاله گیر به حجم 2,D:/آبمیوه گیری/image_138.jpg,https://www.digikala.com/product/dkp-203371/%D8%A2%D8%A8-%D9%85%DB%8C%D9%88%D9%87%DA%AF%DB%8C%D8%B1%DB%8C-%DA%A9%D9%84%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-ae-3532/
آبمیوه گیری,متفرقه,4300000,nan,1,nan,nan,nan,D:/آبمیوه گیری/image_139.jpg,https://www.digikala.com/product/dkp-2145194/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%A9%D9%BE%D9%84%D8%B1-%D9%85%D8%AF%D9%84-kpj-770/
آبمیوه گیری,برلین,9900000,nan,600 میلی,nan,10 سانت,ظرف مخصوص جدا در پشت دستگاه,D:/آبمیوه گیری/image_140.jpg,https://www.digikala.com/product/dkp-17706157/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A8%D8%B1%D9%84%DB%8C%D9%86-%D9%85%D8%AF%D9%84-bg-1161/
