category,brand,price,rating,capacity,energy_rating,height,width,depth,water_consumption,power_consumption,display,door_opening,image_path,product_url
ماشین لباسشویی,پاکشوما,28985640,5.0,8 کیلوگرم,A++,80.0,65.0,65.0,C,nan,نشانگر LED,به سمت چپ,D:/ماشین لباسشویی/image_77.jpg,https://www.digikala.com/product/dkp-17945787/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-bwf-40811-ist-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,دوو,30570000,4.2,8 کیلوگرم,A+++,85.0,60.0,63.0,A,nan,nan,به سمت چپ,D:/ماشین لباسشویی/image_78.jpg,https://www.digikala.com/product/dkp-17229754/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%AF%D9%88%D9%88-%D9%85%D8%AF%D9%84-lm-860ww-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,جی پلاس,26050000,4.0,8 کیلوگرم,A+++,85.0,60.0,56.0,B,nan,لمسی نشانگر LED,به سمت چپ,D:/ماشین لباسشویی/image_79.jpg,https://www.digikala.com/product/dkp-17353394/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%AC%DB%8C-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-gwm-p87s-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,30670000,4.2,9 کیلوگرم,nan,850.0,600.0,600.0,nan,nan,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_80.jpg,https://www.digikala.com/product/dkp-8460036/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-tfb-96407-wt-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-9-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,ایکس ویژن,27490000,,8 کیلوگرم,A+++,85.0,59.5,52.0,B,nan,nan,به سمت چپ,D:/ماشین لباسشویی/image_81.jpg,https://www.digikala.com/product/dkp-18411413/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%A7%DB%8C%DA%A9%D8%B3-%D9%88%DB%8C%DA%98%D9%86-%D9%85%D8%AF%D9%84-tp82-bwd-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,8390180,4.7,15.5 کیلوگرم,A,95.0,93.0,48.0,C,A,nan,به سمت بالا,D:/ماشین لباسشویی/image_82.jpg,https://www.digikala.com/product/dkp-16646963/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-ptf-1504-aj-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-155-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85-clone-1-of-11089222/
ماشین لباسشویی,زیرووات,43685000,3.5,8 کیلوگرم,A++,85.0,60.0,54.0,C,nan,nan,به سمت چپ,D:/ماشین لباسشویی/image_83.jpg,https://www.digikala.com/product/dkp-11983705/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%B2%DB%8C%D8%B1%D9%88%D9%88%D8%A7%D8%AA-%D9%85%D8%AF%D9%84-fca-4860-s/
ماشین لباسشویی,پاکشوما,25500000,4.0,7 کیلوگرم,nan,850.0,600.0,520.0,nan,nan,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_84.jpg,https://www.digikala.com/product/dkp-1119181/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-cfu-72201-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-7-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,اسنوا,26500000,3.2,8 کیلوگرم,A+++,82.0,60.0,60.0,C,nan,نشانگر LED,به سمت چپ,D:/ماشین لباسشویی/image_85.jpg,https://www.digikala.com/product/dkp-16681634/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%A7%D8%B3%D9%86%D9%88%D8%A7-%D9%85%D8%AF%D9%84-swm-c80s-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,31095000,5.0,9 کیلوگرم,nan,85.0,60.0,60.0,nan,nan,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_86.jpg,https://www.digikala.com/product/dkp-11086670/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-tfb-96418-st-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-9-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85-clone-1-of-8468149/
ماشین لباسشویی,پاکشوما,30753730,4.0,8 کیلوگرم,nan,82.0,60.0,60.0,C,A++,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_87.jpg,https://www.digikala.com/product/dkp-11085974/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-bwf-40807-wt-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,29346600,4.1,9 کیلوگرم,A++,85.0,60.0,60.0,nan,nan,نشانگر LED لمسی,به سمت چپ,D:/ماشین لباسشویی/image_88.jpg,https://www.digikala.com/product/dkp-15983001/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-bwf-40118wt/
ماشین لباسشویی,جی پلاس,29100000,4.2,9 کیلوگرم,A+++,85.0,60.0,56.0,A,nan,لمسی صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_89.jpg,https://www.digikala.com/product/dkp-16564544/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%AC%DB%8C-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-gwm-p99s-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-9-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,33900000,4.5,9 کیلوگرم,nan,850.0,600.0,600.0,nan,nan,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_90.jpg,https://www.digikala.com/product/dkp-5777411/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-tfb-95402/
ماشین لباسشویی,پاکشوما,31616080,1.0,7 کیلوگرم,nan,85.0,60.0,54.0,c,++A,nan,به سمت چپ,D:/ماشین لباسشویی/image_91.jpg,https://www.digikala.com/product/dkp-11079890/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-bwf-40714-st-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-7-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,کندی,28670030,4.4,9 کیلوگرم,A++,85.0,60.0,60.0,C,nan,نشانگر روی پنل,به سمت چپ,D:/ماشین لباسشویی/image_92.jpg,https://www.digikala.com/product/dkp-15634988/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%DA%A9%D9%86%D8%AF%DB%8C-%D9%85%D8%AF%D9%84-pfc-946-w/
ماشین لباسشویی,پاکشوما,28427520,4.7,8 کیلوگرم,A++,85.0,60.0,54.0,C,nan,نشانگر LED لمسی,به سمت چپ,D:/ماشین لباسشویی/image_93.jpg,https://www.digikala.com/product/dkp-17945819/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-bwf-40811-iwt-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,ریتون,6038000,4.6,4.5 کیلوگرم,A+++,68.0,60.0,35.0,کم مصرف A+,4 آمپر,معمولی,به سمت بالا,D:/ماشین لباسشویی/image_94.jpg,https://www.digikala.com/product/dkp-17956734/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%86%DB%8C%D9%85%D9%87-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%B1%DB%8C%D8%AA%D9%88%D9%86-%D9%85%D8%AF%D9%84-rwm-4702-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-%DB%B4%DB%B5-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,29900000,4.0,7 کیلوگرم,nan,850.0,600.0,500.0,nan,nan,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_95.jpg,https://www.digikala.com/product/dkp-2753957/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-tfu-74401-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-7-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,جی پلاس,38500000,,9 کیلوگرم,A+++,85.0,60.0,56.0,A,nan,لمسی نشانگر LED,به سمت چپ,D:/ماشین لباسشویی/image_96.jpg,https://www.digikala.com/product/dkp-18353819/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%AC%DB%8C-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-gwm-m990s-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-9-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,32760000,4.2,9 کیلوگرم,A++,85.0,60.0,60.0,C,nan,nan,به سمت چپ,D:/ماشین لباسشویی/image_97.jpg,https://www.digikala.com/product/dkp-12489121/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-bwf-40113-wt-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-9-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,تی سی ال,35678530,3.0,10.5 کیلوگرم,A+++,85.0,59.5,66.0,nan,nan,nan,به سمت چپ,D:/ماشین لباسشویی/image_98.jpg,https://www.digikala.com/product/dkp-16680674/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%AA%DB%8C-%D8%B3%DB%8C-%D8%A7%D9%84-%D9%85%D8%AF%D9%84-c2110-asd-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-105-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,کندی,32250000,4.8,8 کیلوگرم,A++,85.0,60.0,54.0,C,nan,نشانگر LED لمسی,به سمت چپ,D:/ماشین لباسشویی/image_99.jpg,https://www.digikala.com/product/dkp-15635034/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%DA%A9%D9%86%D8%AF%DB%8C-%D9%85%D8%AF%D9%84-pfc-846-w/
ماشین لباسشویی,پاکشوما,29900000,4.1,8 کیلوگرم,nan,85.0,60.0,60.0,nan,nan,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_100.jpg,https://www.digikala.com/product/dkp-8460650/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-tfb-86408-st-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,32484300,,9 کیلوگرم,A++,85.0,70.0,60.0,nan,nan,nan,به سمت چپ,D:/ماشین لباسشویی/image_101.jpg,https://www.digikala.com/product/dkp-16647641/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-bwf-40116i-st-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-9-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,29376000,3.8,8 کیلوگرم,nan,82.0,60.0,60.0,nan,nan,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_102.jpg,https://www.digikala.com/product/dkp-8460041/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-tfb-86407-wt-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,28400000,3.6,9 کیلوگرم,nan,85.0,60.0,60.0,C,A++,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_103.jpg,https://www.digikala.com/product/dkp-16343802/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-bwf-40901-wt-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-9-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85-clone-1-of-11079209/
ماشین لباسشویی,ریتون,10149000,,15 کیلوگرم,A+++,100.0,93.0,53.0,کم مصرف A+,A+++,معمولی,به سمت بالا,D:/ماشین لباسشویی/image_104.jpg,https://www.digikala.com/product/dkp-17958137/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-15-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85-%D9%86%DB%8C%D9%85%D9%87-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%B1%DB%8C%D8%AA%D9%88%D9%86-%D9%85%D8%AF%D9%84-rwm-1603-tg/
ماشین لباسشویی,جی پلاس,28744020,,8 کیلوگرم,A+++,85.0,60.0,58.0,B,nan,nan,به سمت چپ,D:/ماشین لباسشویی/image_105.jpg,https://www.digikala.com/product/dkp-18154248/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%AC%DB%8C-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-gwm-m854w-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,جی پلاس,30650000,5.0,8 کیلوگرم,A+++,85.0,60.0,56.0,B,nan,نشانگر LED لمسی,به سمت چپ,D:/ماشین لباسشویی/image_106.jpg,https://www.digikala.com/product/dkp-18152113/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%AC%DB%8C-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-gwm-m880s-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,27920000,4.8,9 کیلوگرم,nan,850.0,600.0,600.0,nan,nan,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_107.jpg,https://www.digikala.com/product/dkp-4927479/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-tfb-94401/
ماشین لباسشویی,جی پلاس,30900000,2.5,9 کیلوگرم,A+++,85.0,60.0,56.0,A,nan,لمسی نشانگر LED,به سمت چپ,D:/ماشین لباسشویی/image_108.jpg,https://www.digikala.com/product/dkp-18021056/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%AC%DB%8C-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-gwm-r990w-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-9-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,29322000,4.0,9 کیلوگرم,nan,850.0,600.0,500.0,nan,0.13,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_109.jpg,https://www.digikala.com/product/dkp-2754150/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-tfi-94401-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-9-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,جی پلاس,35050000,,9 کیلوگرم,A+++,85.0,60.0,58.0,C,nan,نشانگر LED لمسی,به سمت چپ,D:/ماشین لباسشویی/image_110.jpg,https://www.digikala.com/product/dkp-18157786/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%AC%DB%8C-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-gwm-p934bs-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-9-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,امرسان,25597260,3.8,8 کیلوگرم,nan,850.0,600.0,580.0,nan,nan,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_111.jpg,https://www.digikala.com/product/dkp-5170364/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D9%85%D8%B1%D8%B3%D8%A7%D9%86-%D9%85%D8%AF%D9%84-ew80w/
ماشین لباسشویی,جی پلاس,27258740,,8 کیلوگرم,A+++,85.0,60.0,56.0,B,nan,nan,به سمت چپ,D:/ماشین لباسشویی/image_112.jpg,https://www.digikala.com/product/dkp-18266442/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%AC%DB%8C-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-gwm-m822w-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,28450290,,8 کیلوگرم,A++,85.0,60.0,54.0,nan,nan,نشانگر LED,به سمت چپ,D:/ماشین لباسشویی/image_113.jpg,https://www.digikala.com/product/dkp-18084569/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-bwf-%DB%B4%DB%B0%DB%B8%DB%B0%DB%B2-ist-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,29342000,4.7,9 کیلوگرم,nan,85.0,60.0,60.0,C,A++,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_114.jpg,https://www.digikala.com/product/dkp-9410574/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-tfb-96404-wt/
ماشین لباسشویی,پاکشوما,32863000,3.9,9 کیلوگرم,nan,85.0,60.0,60.0,C,A++,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_115.jpg,https://www.digikala.com/product/dkp-9609540/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-tfb-96401-wt-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-9-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,تی سی ال,32500000,4.2,11 کیلوگرم,nan,59.5,85.0,62.5,nan,nan,نشانگر LED,به سمت راست,D:/ماشین لباسشویی/image_116.jpg,https://www.digikala.com/product/dkp-10666226/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%AA%DB%8C-%D8%B3%DB%8C-%D8%A7%D9%84-%D9%85%D8%AF%D9%84-k112-awi-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-11-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,26791000,4.2,8 کیلوگرم,nan,850.0,595.0,495.0,nan,80,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_117.jpg,https://www.digikala.com/product/dkp-1603662/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-tfi-83403-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
